AL052025,               ERIN,     68,
20250811, 0000,  , TD, 16.5N,  23.1W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40
20250811, 0600, L, TS, 17.2N,  25.2W,  35, 1006,    0,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   30
20250811, 1200,  , TS, 17.3N,  27.3W,  40, 1004,   20,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   20
20250811, 1800,  , TS, 17.4N,  29.3W,  40, 1004,   20,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   20
20250812, 0000,  , TS, 17.5N,  31.3W,  40, 1004,   40,    0,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0,   20
20250812, 0600,  , TS, 17.5N,  33.3W,  40, 1004,   40,    0,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0,   20
20250812, 1200,  , TS, 17.3N,  35.4W,  40, 1004,   20,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250812, 1800,  , TS, 17.1N,  37.4W,  40, 1004,   20,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250813, 0000,  , TS, 16.8N,  39.3W,  40, 1004,   50,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250813, 0600,  , TS, 16.6N,  41.0W,  40, 1004,   50,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250813, 1200,  , TS, 16.4N,  42.7W,  45, 1002,   50,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250813, 1800,  , TS, 16.3N,  44.3W,  45, 1002,   50,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250814, 0000,  , TS, 16.3N,  45.9W,  45, 1002,   40,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250814, 0600,  , TS, 16.3N,  47.5W,  45, 1002,   40,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   15
20250814, 1200,  , TS, 16.3N,  48.9W,  50,  999,   40,   20,   20,   50,   15,    0,    0,    0,    0,    0,    0,    0,   15
20250814, 1800,  , TS, 16.6N,  50.4W,  55,  998,   40,   20,   20,   50,   15,    0,    0,    0,    0,    0,    0,    0,   15
20250815, 0000,  , TS, 16.9N,  51.9W,  60,  997,   60,   40,   20,   50,   20,   15,    0,    0,    0,    0,    0,    0,   15
20250815, 0600,  , TS, 17.4N,  53.5W,  60,  997,   70,   40,   20,   50,   20,   15,    0,    0,    0,    0,    0,    0,   15
20250815, 1200,  , HU, 18.0N,  55.2W,  65,  996,  100,   50,   20,   90,   40,   30,    0,   40,   20,    0,    0,    0,   15
20250815, 1800,  , HU, 18.7N,  56.8W,  65,  993,  100,   50,   20,   90,   40,   30,    0,   40,   20,    0,    0,    0,   15
20250816, 0000,  , HU, 19.4N,  58.5W,  75,  981,  110,   50,   30,  100,   40,   30,   15,   40,   25,    0,    0,   20,   15
20250816, 0600,  , HU, 19.6N,  60.4W,  95,  967,  110,   50,   30,  100,   40,   30,   20,   40,   25,   15,   15,   20,   10
20250816, 1200,  , HU, 19.6N,  62.1W, 130,  934,  120,   50,   40,  110,   40,   30,   20,   40,   25,   15,   15,   20,    5
20250816, 1800,  , HU, 19.8N,  63.4W, 140,  913,  160,  110,   40,  120,   50,   30,   20,   40,   25,   20,   15,   20,    5
20250817, 0000,  , HU, 20.0N,  64.6W, 125,  934,  180,  110,   40,  150,   70,   30,   20,   50,   20,   20,   15,   20,    5
20250817, 0600,  , HU, 20.3N,  65.8W, 110,  940,  180,  110,   70,  150,   70,   60,   30,   50,   20,   20,   15,   20,    5
20250817, 1200,  , HU, 20.7N,  67.0W, 110,  940,  180,  140,   90,  150,   70,   60,   40,   50,   45,   30,   15,   20,    5
20250817, 1800,  , HU, 21.5N,  68.0W, 110,  946,  180,  140,   90,  150,   70,   60,   40,   50,   45,   30,   15,   20,   20
20250818, 0000,  , HU, 22.0N,  68.9W, 110,  946,  200,  170,  100,  170,   90,   80,   40,   50,   50,   40,   20,   25,   20
20250818, 0600,  , HU, 22.5N,  69.7W, 115,  945,  200,  200,  120,  170,  110,  110,   60,   70,   70,   60,   40,   40,   20
20250818, 1200,  , HU, 22.9N,  70.5W, 120,  935,  200,  200,  140,  170,  110,  110,   70,   70,   70,   60,   40,   40,   20
20250818, 1800,  , HU, 23.5N,  71.0W, 115,  937,  200,  200,  140,  170,  110,  110,   70,   70,   70,   60,   40,   40,   20
20250819, 0000,  , HU, 24.0N,  71.4W, 100,  947,  200,  200,  140,  170,  110,  110,   70,   80,   70,   60,   40,   40,   20
20250819, 0600,  , HU, 24.5N,  71.8W,  90,  955,  200,  200,  150,  160,  110,  110,   70,   90,   70,   60,   40,   40,   25
20250819, 1200,  , HU, 25.2N,  72.1W,  85,  958,  180,  220,  150,  160,  110,  110,   70,   90,   70,   60,   40,   40,   20
20250819, 1800,  , HU, 26.1N,  72.5W,  85,  958,  180,  220,  150,  160,  110,  110,   70,   90,   70,   60,   40,   40,   20
20250820, 0000,  , HU, 27.2N,  72.8W,  85,  959,  220,  230,  150,  160,  140,  140,   70,   90,   80,   70,   40,   50,   25
20250820, 0600,  , HU, 28.3N,  73.2W,  90,  954,  220,  230,  150,  160,  140,  140,   70,   90,   80,   70,   40,   50,   30
20250820, 1200,  , HU, 29.5N,  73.7W,  95,  943,  220,  230,  180,  180,  140,  140,   70,   90,   80,   90,   40,   50,   40
20250820, 1800,  , HU, 30.7N,  73.6W,  95,  942,  220,  230,  180,  180,  140,  140,  100,  100,   80,   90,   50,   50,   40
20250821, 0000,  , HU, 32.1N,  73.3W,  95,  941,  220,  260,  200,  200,  140,  160,  100,   90,   80,   90,   70,   60,   40
20250821, 0600,  , HU, 33.6N,  72.6W,  90,  945,  220,  280,  200,  200,  140,  160,  100,   90,   80,   90,   70,   60,   50
20250821, 1200,  , HU, 34.9N,  71.7W,  90,  949,  220,  280,  220,  200,  140,  160,  100,   90,   80,   90,   70,   60,   60
20250821, 1800,  , HU, 35.9N,  70.1W,  85,  952,  240,  300,  240,  240,  140,  170,  130,  120,   80,  100,   80,   70,   70
20250822, 0000,  , HU, 36.9N,  68.4W,  85,  954,  270,  320,  270,  290,  140,  180,  130,  140,   70,  110,   80,   80,   80
20250822, 0600,  , HU, 37.9N,  66.5W,  80,  956,  280,  320,  270,  280,  140,  180,  130,  150,   70,  110,   80,   80,   80
20250822, 1200,  , HU, 38.5N,  64.6W,  80,  956,  380,  330,  270,  280,  180,  190,  180,  150,   90,  110,  100,  100,   80
20250822, 1800,  , EX, 39.4N,  61.4W,  80,  957,  380,  330,  270,  280,  180,  190,  180,  150,   90,  110,  110,  100,   90
20250823, 0000,  , EX, 40.4N,  58.1W,  80,  957,  360,  370,  320,  310,  240,  230,  200,  150,   90,  110,  110,   90,   90
20250823, 0600,  , EX, 41.3N,  54.7W,  75,  962,  360,  370,  320,  310,  240,  230,  200,  150,   90,  110,  110,   90,   90
20250823, 1200,  , EX, 42.0N,  50.5W,  75,  962,  360,  370,  320,  310,  240,  230,  200,  150,   90,  110,  110,   90,   90
20250823, 1800,  , EX, 43.0N,  45.0W,  70,  962,  360,  370,  320,  310,  240,  230,  200,  150,   90,  110,  110,   90,   90
20250824, 0000,  , EX, 45.5N,  40.5W,  70,  961,  300,  390,  450,  290,  210,  220,  200,  150,   70,  110,  110,   80,   90
20250824, 0600,  , EX, 48.0N,  35.3W,  70,  960,  300,  390,  450,  290,  210,  220,  200,  130,   70,  100,  110,   80,   90
20250824, 1200,  , EX, 50.8N,  30.9W,  80,  952,  330,  420,  490,  300,  210,  270,  290,  180,    0,  160,  160,    0,  120
20250824, 1800,  , EX, 52.6N,  28.2W,  80,  952,  350,  420,  470,  330,  200,  270,  290,  160,    0,  160,  160,    0,  150
20250825, 0000,  , EX, 53.7N,  26.4W,  70,  954,  350,  420,  460,  370,  200,  270,  280,  160,    0,  160,  160,    0,  150
20250825, 0600,  , EX, 54.9N,  23.9W,  60,  955,  330,  420,  460,  350,  180,  270,  270,    0,    0,    0,    0,    0,  180
20250825, 1200,  , EX, 56.1N,  22.1W,  55,  957,  330,  420,  460,  350,  180,  270,  270,    0,    0,    0,    0,    0,  180
20250825, 1800,  , EX, 57.3N,  21.3W,  50,  958,  330,  420,  460,  350,  180,  270,  270,    0,    0,    0,    0,    0,  180
20250826, 0000,  , EX, 58.3N,  20.9W,  45,  961,  330,  490,  490,  350,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250826, 0600,  , EX, 59.3N,  20.6W,  45,  962,  240,  390,  490,  270,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250826, 1200,  , EX, 59.9N,  21.6W,  45,  963,  240,  270,  500,    0,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250826, 1800,  , EX, 60.3N,  22.5W,  45,  963,  240,  270,  500,    0,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250827, 0000,  , EX, 60.0N,  23.3W,  45,  968,    0,    0,  470,    0,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250827, 0600,  , EX, 59.3N,  22.7W,  40,  975,    0,    0,  470,    0,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250827, 1200,  , EX, 58.6N,  20.9W,  40,  980,    0,    0,  400,    0,    0,    0,    0,    0,    0,    0,    0,    0,  210
20250827, 1800,  , EX, 58.0N,  19.0W,  40,  985,    0,    0,  400,    0,    0,    0,    0,    0,    0,    0,    0,    0,  210
